	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Opmerkingen2	Periode	overlijdensdag	overlijdensmaand
1394	1470	Segersz.		1.0		Gerrit	0					0	1675	0		Persoonsgegevens: begraven op 18 november.	1		11.0
1395	1471	Blaeuhulk		1.0		Gerbrandt	0				1628.0	0	1699	0			1	31.0	1.0
1396	1472	Florisz.		1.0	4.0	Florentius	0					0		0			1		
1397	1473	Sluis	van der	1.0	3.0	Hilbrand	0				1642.0	0	1703	0			1		
1398	1474	Waterman		1.0		Nicolaas	0					0	1703	0			1	2.0	12.0
1399	1475	Blaeue		1.0	4.0	Wigger	0				1639.0	0	1706	0			1		
1400	1476	Wit	de	1.0		Frederik	0				1652.0	0	1723	0			1		
1401	1477	Schagen		1.0		Willem	0				1645.0	0	1711	0			1		
1402	1478	Timmerman		1.0		Lucas	0				1664.0	0	1719	0			1		
1403	1479	Poen Oudewagen		1.0		Willem	0				1646.0	0	1725	0			1		
1404	1480	Pan		1.0		Jan	0				1681.0	0	1719	0			1		
1405	1481	Schagen		1.0		Pieter	0				1675.0	0	1729	0			1		
1406	1482	Haak		1.0		Dirk	0				1685.0	0	1747	0			1	30.0	11.0
1407	1483	Brouwer		1.0		Theodorus	0				1685.0	0	1733	0			1		
1408	1484	Druyff		1.0	4.0	Joan	0				1694.0	0	1751	0			1	11.0	2.0
1409	1485	Codde van de Burgh		1.0		Jan	0				1676.0	0	1739	0			1		
1410	1486	Vries	de	1.0	4.0	Arnoldus	0				1702.0	0	1745	0			1		
1411	1487	Romond	van	1.0		Gerrit	0				1704.0	0	1776	0			1		
1412	1488	Stralen	van	1.0		Frans	0				1686.0	0	1752	0			1	4.0	3.0
1413	1489	Schouten		1.0		Gerbrand Tijsz.	0					0		0			1		
1414	1490	Del		1.0		Volkert Claasz.	0				1659.0	0	1694	0			1		
1415	1491	Taamses		1.0		Jacob	0				1651.0	0	1716	0			1		
1416	1492	Maasbergen		1.0		Cornelis Danielsz.	0				1638.0	0	1693	0			1		
1417	1493	Pietermaat		1.0		Pieter	0				1659.0	0	1707	0			1		
1418	1494	Beets		1.0		Huybert	0					0		0			1		
1419	1495	Roos		1.0		Gerrit Pietersz.	0				1656.0	0	1708	0			1		
1420	1496	Schaap		1.0		Hillebrant	0					0	1715	0			1		
1421	1497	Dobber		1.0		Harmanus Cornelisz.	0				1664.0	0	1723	0			1		
1422	1498	Kieft		1.0		Juriaan	0				1661.0	0	1713	0			1		
1423	1499	Breed		1.0		Jan Jacobsz.	0				1662.0	0	1711	0			1		
1424	1500	Druijst		1.0		Jan Pietersz.	0					0	1715	0			1		
1425	1501	Baan		1.0		Heijn Jansz.	0				1645.0	0	1714	0			1		
1426	1502	Swedenrijk		1.0		Albertus	0				1675.0	0	1719	0			1		
1427	1503	Horn		1.0		Thijs Jacobsz.	0				1681.0	0	1719	0			1		
1428	1504	Schouten		1.0		Matthijs	0				1679.0	0	1719	0			1		
1429	1505	Kroon		1.0		Claas	0				1696.0	0		0	Vroedschap: ontslagen 1749.		1		
1430	1506	Mooker		1.0		Jan	0				1695.0	0	1736	0			1		
1431	1507	Brommer		1.0		Jan	0				1666.0	0	1731	0			1		
1432	1508	Leij	van der	1.0		Pieter	0				1698.0	0	1753	0			1		
1433	1510	Heerman		1.0		Barent	0				1696.0	0		0			1		
1434	1511	Reijntjes		1.0		Jan Florisz.	0				1690.0	0		0	Vroedschap: ontslagen 1749.		1		
1435	1512	Putoor		1.0		Jan	0				1704.0	0	1736	0			1		
1436	1513	Dekker		1.0		Jan	0				1707.0	0		0			1		
1437	1514	Thee		1.0		Claas	0					0	1762	0			1		
1438	1515	Rigter		1.0		Abraham	0				1705.0	0	1764	0			1		
1439	1516	Brasker		1.0	4.0	Anthonij	0				1711.0	0	1783	0			1		
1440	1517	Admirael		1.0		Cornelis Claesz.	0					0		0	Vroedschap: ontslagen 1672.		1		
1441	1518	Vreck		1.0		Jan Cornelisz.	0					0	1678	0		Persoonsgegevens: begraven op 22 december.	1		12.0
1442	1519	Pereboom		1.0		Jan Tijmonsz.	0					0	1681	0		Persoonsgegevens: begraven op 15 maart.	1		3.0
1443	1520	Lakeman		1.0		Pieter Claesz.	0					0	1711	0		Persoonsgegevens: begraven op 17 juni.	1		6.0
1444	1521	Grebber		1.0		Gerbrant	0					0	1699	0		Persoonsgegevens: begraven op 16 april.	1		4.0
1445	1522	Lantman		1.0		Pieter Jansz.	0					0	1706	0		Persoonsgegevens: begraven op 21 oktober.	1		10.0
1446	1523	Teerhuijs		1.0		Jacob Dircxz.	0					0	1696	0		Persoonsgegevens: begraven op 6 oktober.	1		
1447	1524	Sanen	van	1.0		Claas Jansz.	0				1646.0	1	1699	0			1		
1448	1525	Koeslager		1.0		Jacob	0					0	1713	0		Persoonsgegevens: begraven op 25 maart.	1		3.0
1449	1526	Passchasius		1.0		Antonius	0					0	1710	0	Vroedschap: Bossaers heeft 1700 als aanvangsjaar vroedschap. Jaarverslag Oud Monnickendam geeft juiste jaar 1701 (verificatie bij auteur L. Appel).		1		
1450	1527	Gort		1.0		Claes Ysbrantsz.	0					0	1717	0		Persoonsgegevens: begraven op 30 augustus.	1		8.0
1451	1528	Engel de Oude		1.0		Jan Jansz.	0					0	1727	0		Persoonsgegevens: begraven op 28 oktober.	1		10.0
1452	1529	Neck	van	1.0		Jan	0				1673.0	0	1716	0		Persoonsgegevens: begraven op 9 mei.	1		
1453	1530	Oossaanen		1.0		Pieter	0					0	1725	0		Persoonsgegevens: begraven op 31 maart.	1		3.0
1454	1531	Pranger		1.0		Jan	0					0	1730	0		Persoonsgegevens: begraven op 20 mei.	1		5.0
1455	1533	Minne		1.0		Dirk	0				1696.0	0	1766	0		Persoonsgegevens: begraven op 17 mei.	1		5.0
1456	1534	Butenius		1.0		Pieter	0				1691.0	0		0	Vroedschap: Bossaers geeft 1747 als eindjaar. Jaarverslag Oud Monnickendam geeft het juiste jaartal (verificatie bij auteur L. Appel). Op eigen verzoek ontslagen.		1		
1457	1536	Baen		1.0		Pieter	0				1686.0	0	1751	0	Vroedschap: einde niet op eigen verzoek, zoals in Bossaers, maar overlijden, zoals in Jaarverslag Oud Monnickendam (verificatie bij auteur L. Appel).	Persoonsgegevens: begraven op 29 december.	1		12.0
1458	1537	Landman		1.0		Thadeus	0				1693.0	0	1747	0		Persoonsgegevens: begraven op 7 november.	1		
1459	1538	Roos		1.0		Cornelis	0				1693.0	0		0	Vroedschap: op eigen verzoek ontslagen 1758.		1		
1460	1539	Schagen		1.0		Symon Saskersz.	0					0		0	Vroedschap: ontslagen 1672.		1		
1461	1540	Sluym		1.0		Symon Pietersz.	0					0		0			1		
1462	1541	Flodrop		1.0		Jan Jansz.	0					0		0	Vroedschap: ontslagen 1672.		1		
1463	1542	Dyck	van	1.0		Gerryt Cornelisz.	0					0		0			1		
1464	1543	Wolff	van der	1.0		Cornelis Jansz.	0					0		0			1		
1465	1544	Spiegelmaker		1.0		Dirck Jansz.	0					0		0			1		
1466	1545	Meyen		1.0		Cornelis	0				1664.0	0	1702	0			1		
1467	1546	Back		1.0		Pieter Pietersz.	0					0	1708	0			1		
1468	1547	Brouwer		1.0		Dirk	0					0	1713	0			1		
1469	1548	Keijser		1.0		Vegter	0				1640.0	0	1706	0			1		
1470	1550	Keeskes	de	1.0		Floris	0				1669.0	0	1721	0			1		
1471	1551	Rootjes		1.0		Jan	0				1662.0	0	1724	0			1		
1472	1552	Rootjes		1.0		Adriaan	0				1683.0	0	1740	0			1		
1473	1553	Spanjaard		1.0		Jan	0				1692.0	0		0			1		
1474	1554	Veen		1.0		Cornelis	0				1710.0	0	1745	0			1		
1475	1555	Bourgonjen		1.0		Jan	0				1698.0	0		0	Vroedschap: ontslagen 1749. Op eigen verzoek ontslagen 1779.		1		
1476	1556	Holland		1.0		Adolf	0				1699.0	0	1751	0			1		
1477	1557	Back de Zee		1.0		Pieter	0				1708.0	0	1765	0			1		
1478	1558	Bourgonjen		1.0		Hendrik Pietersz.	0				1631.0	0	1695	0			1		
1479	1559	Vijver	van der	1.0		Johannes	0					0		0			1		
1480	1560	Overtwater		1.0		Jan Pietersz.	0					0		0			1		
1481	1561	Recx		1.0		Pieter	0					0		0			1		
1482	1562	Baerts		1.0		Cornelis Jansz.	0					0		0			1		
1483	1563	Moutmaecker		1.0	4.0	Hendrick	0				1650.0	0	1687	0			1		
1484	1564	Mijsen		1.0		Jan	0					0	1702	0			1		
1485	1565	Rol		1.0		Dirk	0					0	1709	0			1		
1486	1566	Woestijne	van de	1.0		Abraham	0				1653.0	0	1733	0	Persoonsgegevens: voornaam In tijdschrift Holland ten onrechte 'Adriaan'.		1		
1487	1567	Welcom		1.0		Jan Jacobsz.	0					0	1728	0			1		
1488	1568	Baars		1.0		Abram	0				1660.0	0	1727	0			1		
1489	1569	Brouwer		1.0		Dirck	0				1657.0	0	1734	0			1		
1490	1570	Leij	van der	1.0		Pieter Adriaansz.	0				1676.0	0	1726	0			1		
1491	1571	Visser		1.0		Claas	0				1678.0	0	1740	0			1		
1492	1572	Tonningh		1.0		Marten	0					0		0			1		
1493	1573	Vermees		1.0		Jan	0				1697.0	0		0			1		
1494	1574	Peereboom		1.0		Jan	0				1709.0	0	1740	0			1		
1495	1575	Appel		1.0		Jacob	0				1711.0	0	1751	0			1	14.0	6.0
1496	1576	Tonningh		1.0		Sem	0				1696.0	0	1763	0			1	11.0	10.0
1497	1577	Tegel		1.0		Pieter Albertsz.	0				1698.0	0	1748	0			1		
1498	1578	Wormer		1.0	4.0	Jacob	0				1710.0	0	1764	0			1		
1499	1579	Beets		1.0		Huijbert	0				1692.0	0	1760	0			1		
1500	1580	Lakencoper		1.0		Jacob Dirksz.	0					0		0	Vroedschap: niet genoemd als vroedschap van Edam in Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104 . Wel als schepen, voor de eerste maal in 1599.		1		
1501	1581	Brasker		1.0		Jacob Jacobsz.	0					0		0	Overig: in de lijst van vroedschappen van Edam van Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104, ten onrechte ook genoemd als gecommitteerde in de Rekenkamer ter Auditie van Holland in het Noorderkwartier 1610-1611.		1		
1502	1582	Doets		1.0		Cornelis	0					0		0	Vroedschap: niet als vroedschap in de lijst van de vroedschap van Edam van Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104, wel als schepen, voor de eerste maal in 1605.		1		
1503	1583	Sloot		1.0		Claas Claasz.	0					0	1647	0	Vroedschap: aanvang na 1590.		1		
1504	1584	Broek	van	1.0		Jacob Claasz.	0					0		0			1		
1505	1585	Pols		1.0		Claas Claasz.	0					0		0	Vroedschap: niet genoemd in de lijst van de vroedschap van Edam van Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104 . Mogelijk is er sprake van verrwarring met Jacob Claasz. Pols (overleden 1626, elders in deze database).		1		
1506	1586	Teengs		1.0		Claas Jacobsz.	0					0	1625	0	Vroedschap: aanvang na 1590.		1	30.0	11.0
1507	1587	Pols		1.0		Jacob Claasz.	0					0	1626	0	Vroedschap: aanvang na 1590.		1		
1508	1588	Baan		1.0		Jacob Jansz.	0					0		0	Vroedschap: niet genoemd in de lijst van de vroedschap van Edam van Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104, wel als vroedschap genoemd in de vroedschapsresoluties Edam.		1		
1509	1589	Brouwer		1.0		Willem Cornelisz.	0					0	1636	0	Vroedschap: aanvang na 1590.		1		
1510	1590	Jonge	de	1.0		Pieter Pietersz.	0					0		0	Vroedschap: aanvang na 1590.		1		
1511	1591	Moens		1.0		Lenard Pietersz.	0					0	1650	0	Vroedschap: aanvang na 1590.		1	6.0	11.0
1512	1592	Sijverts		1.0		Frederik Jansz.	0					0	1647	0			1	19.0	4.0
1513	1593	Loen		1.0		Cornelis Reijndersz.	0					0	1649	0			1	21.0	2.0
1514	1594	Bost		1.0		Jan Harmensz.	0					0	1658	0			1		
1515	1595	Thoen		1.0		Claas Jansz.	0					0	1668	0			1		
1516	1596	Wappers		1.0		Jacob Jacobsz.	0					0	1672	0			1		
1517	1597	Stevensz.		1.0		Floris	0					0		0	Vroedschap: ontslagen 1672.		1		
1518	1598	Westerbaan		1.0		Jacob Jacobsz.	0					0		0	Vroedschap: niet genoemd in de lijst van de vroedschap van Edam van Van Meghelen, Rijksarchief in Noord-Holland, Losse aanwinsten, inv. nr. 104.		1		
1519	1601	Muyden		1.0		Borrit Heynricxz.	0					0		0			1		
1520	1602	Dijck	van	1.0		Pieter Jacobsz.	0					0		0			1		
1521	1603	Pauw		1.0		Jan Gijsbertsz.	0					0	1638	0			1	28.0	7.0
1522	1604	Lakencoper		1.0		Adriaen Dircxz.	0					0	1636	0			1		
1523	1605	Cooren		1.0	4.0	Jacob	0					0	1644	0			1		
1524	1606	Brasker		1.0		Jacob	0					0	1645	0			1	6.0	6.0
1525	1608	Steenhuysen	van	1.0		Johan Baertsz.	0					0	1662	0			1		
1526	1609	Nieustadt	van de	1.0		Jacob	0					0	1664	0			1		
1527	1610	Somer		1.0		Hendrick	0					0		0	Vroedschap: ontslagen wegens faillissement 1666.		1		
1528	1611	Egmond van de Nijenburg	van	1.0		Johan Adriaan	1	jonkheer	Petten	Nolmerban, Schoorl en Camp, den Engh	1675.0	0	1728	0	Heerlijkheden: verwerving Schoorl en Camp 1722.		1		
1529	1613	Leyden van Leeuwen	van	1.0	4.0	Dirc Adriaensz.	1				1548.0	0	1596	0	"Persoonsgegevens: De Riemer en Vreede geven afwijkende overlijdensdatum 20 april.
Buitenlandse adelstitel: baron H.R.R."		1	21.0	4.0
1530	1614	Nicolai		1.0	4.0	Adriaan	0				1550.0	1	1632	0	Persoonsgegevens: geboortejaar mogelijk 1551. De identificatie van de Adrianus Nicolai in het Jaarboek van het Centraal Bureau voor Genealogie (waaruit overlijden en mr. titel) is niet geheel zeker. Wel zeker is dat Nicolai in 1630 nog in leven was, omdat hij in dat jaar nog voorkomt in de resoluties van de Staten-Generaal.		1		
1531	1616	Doedesz.		1.0	4.0	Gerardt	0					0	1595	0			1		
1532	1621	Hallincg		1.0	4.0	Jan Pouwelsz.	0				1540.0	0	1605	0			1	10.0	1.0
1533	1623	Foreest	van	1.0	4.0	Nanning	0				1529.0	0	1592	0	"Persoonsgegevens: Nieuw Nederlandsch Biografisch Woordenboek geeft geboortejaar 1519.
Overig: schrijver van Belegering der stad Alkmaar. Pensionaris van Alkmaar 1572-1582. Gedeputeerde ter Staten-Generaal voor Holland 1577. Gecommitteerde Unie van Utrecht."		1		
1534	1625	Egmond van de Nijenburg	van	1.0	4.0	Dirk	0				1537.0	0	1596	0	Persoonsgegevens: ging zich rond 1580 Van Egmond van de Nijenburg noemen.		1	7.0	1.0
1535	1628	Treslong	van	1.0		Johan	0					0	1583	1	Persoonsgegevens: Van Leeuwen geeft twee verschillende overlijdensdata, namelijk 5 juni 1582 (blz. 1483) en 5 juni 1583 (1482). Verhas geeft begin juni 1582, vermoedelijk in navolging van Van Leeuwen blz. 1483. Blijkens de index op de Resoluties van de Staten van Holland moet het overlijden gedateerd worden tussen 12 november 1582 en 6 juni; 5 juni 1583 lijkt derhalve de meest aannemelijke datum. Ook De Riemer geeft deze datum.		1		
1536	1629	Hogendorp	van	1.0	4.0	Gijsbert	0					0	1584	0	Persoonsgegevens: De Riemer en Verhas geven afwijkend jaar van overlijden 1583.		1		1.0
1537	1630	Banchem	van	1.0	4.0	Johan	0				1540.0	0	1601	0			1	29.0	11.0
1538	1631	Beets		1.0	4.0	Johan	0					0		0	Overig: waarschijnlijk uit Dordrecht, want hij was een zoon van Joost Beets, pensionaris van die stad (S. van Leeuwen, Batavia illustrata ofte Hollandsche chronyck ('s-Gravenhage 1685) 1482).		1		
1539	1632	Wensen		1.0	4.0	Adriaan	0					0		0	Overig: pensionaris van Dordrecht 1576-1578, schoonvader van Rombout Hogerbeets (G.W. Vreede, 'Hooge Raad van Holland, Zeeland en West-Friesland, Jaarboekje van de regterlijke magt in het Koningrijk der Nederlanden 1 (1839) 3-56 (achterin gebonden, met nieuwe nummering), aldaar 34.)		1		
1540	1634	Hermansz.		1.0	4.0	Frederik	0					0	1615	0	Overig: pensionaris van Vlissingen.		1	6.0	10.0
1541	1635	Mortagne	van	1.0	4.0	Geraart	0					0		0			1		
1542	1636	Mijle	van der	1.0	4.0	Adriaan Arentsz.	0		Bleskensgraaf	Dubbeldam	1538.0	0	1590	0			1	16.0	7.0
1543	1637	Loosen	van	1.0	4.0	Sebastiaan	0					0	1597	0	"Persoonsgegevens: hoewel de functies van gecommitteerde in de Raad van State en raadsheer in de Hoge Raad later onverenigbare ambten zijn, blijkt uit een resolutie van de Staten van Holland van 14 april 1588, waarin Van Loosen als gecommitteerde in de Raad van State met 'raadsheer' wordt aangeduid, alsmede uit het Jaarboekje van de regterlijke magt (1839) 33, dat het hier Ã©Ã©n en dezelfde persoon betreft.
Overig: was pensionaris van Gorinchem. Gedeputeerde ter Staten-Generaal voor Zeeland 1577."		1	24.0	4.0
1544	1639	Brederode	van	1.0		Artus	1					0	1592	0	Overig: bastaard.		1	8.0	10.0
1545	1641	Meer	van der	1.0	4.0	Adriaen	0					0	1600	0	Persoonsgegevens: De BlÃ©court geeft overlijdensdatum 22 maart, De Riemer 22 november. Het is waarschijnlijk dat De BlÃ©court ten onrechte de aanvangsdatum van het raadsheerschap heeft gedupliceerd.		1	22.0	11.0
1546	1642	Rechtere	de	1.0		Johan	0					0	1602	0			1	24.0	4.0
1547	1644	Veen	van	1.0	4.0	Simon	0		Drakestein	de Vuursche, Hoogeveen		0	1610	0	"Heerlijkheden: verwerving Drakestein 1610, Hoogeveen 1600.
Overig: was pensionaris van Leiden 1590-1595."		1	26.0	10.0
1548	1646	Junius		1.0	4.0	Adriaen	0					0	1620	0	"Persoonsgegevens: het is niet geheel zeker dat de gedeputeerde ter Staten-Generaal identiek is aan de raadsheer in het Hof van Holland.
Overig: uit Dordrecht."		1	1.0	5.0
1549	1647	Wagewijns		1.0		Johan	0					0	1618	0	Persoonsgegevens: De BlÃ©court geeft overlijden in 1618. De juistheid daarvan moet betwijfeld worden. De Riemer (Nationaal archief, archief De Riemer, inv. nr. 41, blz. 185) meent dat Wagewijns afstand deed van zijn positie als secretaris van het Hof van Holland en Zeeland (ten bate van Cornelis Rosa), en zie Genealogische en Heraldische Bladen 9 (1914) 329, waar over het testament van Wagenwijns wordt gesproken 'in dato 27 januari 1639'.		1		
1550	1648	Glarges	de	1.0		Philips	0					0	1609	0	Persoonsgegevens: de reden van beÃ«indiging van de functie van secretaris van het Hof van Holland was volgens De BlÃ©court overlijden, volgens De Riemer afstand. Het jaar van overlijden is dus onzeker.		1	22.0	10.0
1551	1649	Couwenburch van Beloys		1.0	4.0	Pieter	0					0	1644	0	Persoonsgegevens: De Riemer geeft afwijkende overlijdensdatum 28 juli in plaats van 28 juni. Geboren in Zeeland.		1	28.0	6.0
1552	1650	Rosa		1.0	4.0	Hendrik	0				1564.0	0	1629	0			1	21.0	1.0
1553	1652	Hogenhouck	van	1.0		Gijsbert Joostensz.	0					0	1620	0			1		
1554	1654	Oudewater	van	1.0		Gijsbert	0					0	1604	0	Persoonsgegevens: De Riemer geeft voornaam 'Huijbrecht'.		1		
1555	1655	Vranck		1.0	4.0	Franchois	0				1555.0	1	1617	0	Overig: was pensionaris van Gouda.		1	11.0	10.0
1556	1657	Voogt		1.0	4.0	Leonart	0					0	1613	0	"Persoonsgegevens: Van Leeuwen geeft onjuist overlijden 1603. De Riemer wijst erop dat dat jaar niet strookt met de benoeming van opvolger Nicolaas Ruychaver. Ook de index op de resoluties van de Staten van Holland wijst op overlijden in 1613.
Overig: was pensionaris van Delft."		1	9.0	6.0
1557	1658	Hoogerbeets		1.0	4.0	Rombout	0				1561.0	0	1625	0			1	7.0	9.0
1558	1659	Brederode	van	1.0		Reinoud	1	jonkheer	Veenhuizen	Spanbroek, Oosthuizen, Spierdijk	1567.0	0	1633	0	Persoonsgegevens: Van Leeuwen en d' Ablaing geven afwijkende overlijdensdatum 8, De Riemer 8 of 12 januari, in plaats van 7 januari.		1	7.0	1.0
1559	1661	Comans		1.0		Albrecht Cornelisz.	0					0		0			1		
1560	1662	Castricum	van	1.0	4.0	Pancratius	0					0	1619	0	Overig: was pensionaris van Enkhuizen.		1	16.0	4.0
1561	1667	Schoterbosch		1.0	4.0	Florens	0					0	1618	0			1	30.0	10.0
1562	1671	Zevender	van	1.0	4.0	Willem	1	jonkheer				0	1605	0			1	7.0	8.0
1563	1672	Gool		1.0		Egbert	0				1568.0	1	1619	0	"Persoonsgegevens: mogelijk geboren 1567 of 1569.
Overig: was klerk van Johan van Oldenbarnevelt."		1		
1564	1676	Hinojossa	de	1.0	4.0	Pieter	0		Wena			0	1616	0	Persoonsgegevens: Nagtglas geeft afwijkende overlijdensdatum 14 in plaats van 4 mei.		1	4.0	5.0
1565	1677	Geniets (de jonge)		1.0		Anthonis	0					0		0			1		
1566	1679	Jessius		1.0	4.0	Jacob	0					0	1602	0			1		1.0
1567	1680	Rosa		1.0		Maarten	0					0	1631	0			1		
1568	1681	Santen	van	1.0	4.0	Johan	0				1567.0	0	1609	0	"Overig: de raadsheer in de Hoge Raad en de gecommitteerde in de Raad van State zijn identiek, blijkens een resolutie van de Staten van Holland van 24 februari 1604 en Nationaal archief, archief De Riemer, inv. nr. 23, blz. 460.
Was vÃ³Ã³r zijn benoeming in de Hoge Raad pensionaris van Middelburg."		1	26.0	10.0
1569	1682	Nieuwstad	van der	1.0	4.0	Cornelis Mathiasz.	0		Zevenhoven	de Koppel	1549.0	1	1606	0			1	25.0	6.0
1570	1683	Scotte		1.0	4.0	Apollonius	0					0	1639	0	Persoonsgegevens: waarschijnlijk tussen 1570 en 1575 geboren.		1	1.0	11.0
1571	1684	Vosbergen	van	1.0	4.0	Caspar	0		Duivendijke	Poortvliet, Vossemeer, Kats, Isselaar	1575.0	1	1649	0	"Buitenlandse adelstitel: ridder in de orde van St. Michiel (Frankrijk).
Heerlijkheden: verwerving Duivendijke 1604.
Overig: was pensionaris van Veere."		1	2.0	5.0
1572	1686	Duvenvoorde	van	5.0		Johan	1		Warmond	Woud, Alkemade	1547.0	0	1610	0	Overig: opnieuw benoemd in de Raad van State per 1 mei 1610, maar vÃ³Ã³r sessiename overleden (resolutie Staten van Holland 21 mei 1610).		1	15.0	4.0
1573	1687	Matenesse	van	1.0		Adriaen	1	jonkheer			1563.0	0	1621	0			1		
1574	1689	Baarts		1.0		Paulus	0					0	1611	0	Overig: was pensionaris (waarschijnlijk van Enkhuizen).		1		
1575	1692	Bouchorst	van den	1.0		Nicolaes	1		Wimmenum	Noordwijk	1581.0	1	1640	0	Heerlijkheden: bezit Wimmenum tot 1620 en weer na 1621, Noordwijk vanaf 1620.		1		10.0
1576	1693	Bruynings		1.0		Aelbert Fransz.	0					0	1648	0			1		11.0
1577	1694	Aerssen	van	1.0		FranÃ§ois	1	jonkheer	Sommelsdijk	De Plaat en Spijk	1572.0	0	1641	0			1	27.0	12.0
1578	1695	Does	van der	1.0	4.0	Steven	1	jonkheer	Noordwijk	Kattendijke	1576.0	0	1621	0	"Persoonsgegevens: archief Ridderschap geeft 1640 als jaar van overlijden en bijgevolg 1640 als eindjaar in de ridderschap, waarschijnlijk vanwege verwisseling met Nicolaes van den Bouchorst, met wie Van der Does zijn heerlijkheden ruilde in 1620. De BlÃ©court geeft overlijden op 31 december 1621, Van Leeuwen en De Riemer geven 1622.
Heerlijkheden: bezit Noordwijk tot 1620."		1		6.0
1579	1698	Goedereede	van	1.0		Govert Willemsz.	0					0	1625	0			1	2.0	9.0
1580	1699	Matelieff (de jonge)		1.0		Cornelis Cornelisz.	0				1569.0	0	1632	0			1	17.0	10.0
1581	1700	Aleman		1.0	4.0	Geleyn	0					0	1624	0			1	26.0	10.0
1582	1701	Kinschot	van	1.0	4.0	Nicolaes	0				1585.0	0	1660	0	Persoonsgegevens: over het jaar van overlijden bestaat twijfel. Zowel Heraldieke Bibliotheek, Vos, als Nieuw Nederlandsch Biografisch Woordenboek geven 1660 als jaar van overlijden (begraven op 13 oktober). Algemeen Nederlandsch Familieblad meent echter dat het overlijden vÃ³Ã³r 1650 gedateerd moet worden. Werd pensionaris van Delft.		1		
1583	1703	Baersdorp		1.0	4.0	Willem Jansz.	0					0	1623	0			1	10.0	5.0
1584	1704	Rosa		1.0		Cornelis	0					0	1637	0		Persoonsgegevens: begraven op 6 april.	1		
1585	1705	Cromhout		1.0	4.0	Nicolaes	0		Werkendam	Vrijhoeven	1561.0	0	1641	0	Persoonsgegevens: De Riemer geeft afwijkende overlijdensdatum 22 in plaats van 23 maart.		1	23.0	3.0
1586	1706	Pots		1.0		Hendrik	0					0	1622	0			1	4.0	7.0
1587	1707	Persijn	van	1.0	4.0	Reijnier	0		Couwenhoven	Berkhey		0	1639	0			1	23.0	3.0
1588	1708	Witt	de	1.0	4.0	Andries Cornelisz.	0				1573.0	0	1637	0	Overig: was pensionaris van Dordrecht.		1	26.0	11.0
1589	1709	Meer	van der	1.0	4.0	Abraham Pietersz.	0				1584.0	0	1638	0	Vroedschap: aanvang volgens Nederland's Adelsboek 1619. Ontslag in 1621 wegens benoeming tot raadsheer in het Hof van Holland en Zeeland. Nederland's Adelsboek geeft afwijkende overlijdensdatum 20 maart in plaats van 20 mei.		1	20.0	5.0
1590	1710	Hoffland		1.0		Cornelis	0					0	1625	0	Persoonsgegevens: volgens Nationaal archief, archief De Riemer, inv. nr. 41, blz. 186 was de reden voor beÃ«indiging van zijn functie als secretaris van het Hof van Holland niet overlijden, maar afstand ten behoeve van zoon Pieter. De zienswijze van De BlÃ©court (overlijden) wordt echter ondersteund door de index op de resoluties van de Staten van Holland.		1		
1591	1711	Hoffland		1.0	4.0	Pieter	0					0	1631	0	Persoonsgegevens: volgens Nationaal archief, archief De Riemer, inv. nr. 41, blz. 189 was de reden voor beÃ«indiging van zijn functie als secretaris van het Hof van Holland niet overlijden, maar nam Hoffland zelf ontslag.		1		
1592	1712	Veer	de	1.0	4.0	Albert	0		Callantsoog		1564.0	0	1620	0			1	8.0	2.0
1593	1713	Ruychaver		1.0	4.0	Nicolaas	0					0	1620	0			1	14.0	7.0
1594	1714	Fagel		1.0	4.0	FranÃ§ois	0				1585.0	0	1644	0			1	2.0	3.0
1595	1715	Coren		1.0	4.0	Jacob Gerritsz.	0					0	1631	0	Overig: was secretaris van Alkmaar.		1	24.0	10.0
1596	1716	Casembroot	de	1.0	4.0	Jan Leonart	0				1579.0	1	1637	0	Persoonsgegevens: mogelijk identiek met Leonard de Casembroot (elders in deze database).		1	4.0	11.0
1597	1717	Colterman		1.0		Johan	0					0	1616	0			1		
